brand,name,year,shape,shape_source,profile,weight_g,balance,core,surface,colours,price_zar,price_high_zar,price_spread,cheapest_store,stores_count,stores,availability,level,best_for,needs_review,url,description
Head,2025 HEAD Extreme Motion,2025,diamond,store,power,,high,foam,carbon,,3995,4695,700,World of Padel,3,PadelDeals | PadelGear | World of Padel,high,intermediate,,,https://worldofpadel.co.za/product/head-extreme-motion-2025/,"Unleash explosive power with the lighter, more maneuverable version of the EXTREME PRO. Designed for advanced and tournament players, this diamond-shaped racquet offers exceptional leverage on overhead shots and precision on smashes, viboras, and aggressive volleys. Endorsed by world no.1 Paula Josemaría, it features a new unidirectional carbon fiber layer for added stiffness and power, plus an op"
Head,2025 HEAD Extreme One X,2025,diamond,store,power,,,foam,carbon,,6295,6295,0,PadelDeals,1,PadelDeals,low,intermediate,,,https://padeldeals.co.za/products/2026-head-extreme-one-x,"One of the best padel rackets on the market is now available: the Head Extreme One X 2026. It's designed for advanced players seeking the perfect balance of power and control. With its innovative design and aerodynamic technology, this racket allows you to dominate the court with precise and powerful shots. Designed for professionals who demand superior feel and maximum durability, this racket sta"
Head,2025 HEAD Extreme Pro,2025,diamond,store,power,,high,foam,carbon,,3995,5295,1300,PadelGear,3,PadelDeals | PadelGear | World of Padel,high,improver,,,https://www.padelgear.co.za/products/head-extreme-one-padel-racket-copy,"The Head Extreme Pro 2025 is the most powerful and demanding model in the Extreme line. Designed in a diamond shape, with a high weight of 370 grams and elevated balance, it offers explosive power in every shot. Its design favors smashes, volleys, and víboras, providing greater inertia and leverage in aerial shots. The unidirectional carbon fiber surface (UD Carbon HS) increases stiffness and maxi"
Head,2025 HEAD Extreme Team,2025,diamond,store,power,,high,foam,fibreglass,,4295,4295,0,PadelDeals,1,PadelDeals,low,improver,,,https://padeldeals.co.za/products/2025-head-extreme-team,"Unleash controlled power with the EXTREME TEAM 2025. Designed for advanced players, this diamond-shaped racquet delivers easy power, explosive ball exit, and a softer, forgiving touch thanks to its fiberglass surface and mid-soft feel. With a mid-high balance for extra leverage, Power Foam for reactivity, and Auxetic 2.0 for sensational feedback, the TEAM lets you attack every point in comfort—whe"
Head,2025 HEAD Speed Motion | Ari Sanchez,2025,teardrop,store,hybrid,355,,foam,carbon,,3995,3995,0,PadelDeals,1,PadelDeals,low,improver,,,https://padeldeals.co.za/products/2025-head-speed-motion-ari-sanchez,"The 2025 HEAD Speed Motion by Ari Sánchez is designed for advanced and tournament players who demand exceptional touch, power, and control. Featuring cutting-edge Auxetic 2.0 technology, this racket delivers superior feel and responsiveness, while its hybrid woven surface blends carbon fiber and fiberglass for optimized performance. Enhanced with Soft Butt Cap technology for comfort and refreshed "
Head,2025 HEAD Speed One X,2025,teardrop,store,hybrid,365,medium,foam,carbon,,4299,5495,1196,World of Padel,3,PadelDeals | PadelGear | World of Padel,high,improver,,,https://worldofpadel.co.za/product/head-speed-one-x-2025/,"Elevate your game with the groundbreaking 2025 HEAD Speed One X, designed for advanced players seeking the perfect harmony of power and control. Featuring revolutionary HEAD ONE technology, this ultra-premium racket boasts a unique single-hole design on its see-through 2D-layered carbon surface, delivering explosive power and unmatched durability. FEATURES Features a revolutionary single-hole hitt"
Head,2025 HEAD Speed Pro,2025,teardrop,store,hybrid,370,medium,foam,carbon,,4419,4995,576,World of Padel,3,PadelDeals | PadelGear | World of Padel,high,intermediate,,,https://worldofpadel.co.za/product/head-speed-pro-2025/,"Experience unmatched precision and power with the 2025 HEAD Speed Pro. Enhanced with Auxetic 2.0 technology, this racket delivers exceptional touch and feel, perfect for tournament-level play. The hybrid woven surface blends carbon fiber and fiberglass for optimal performance, while the new Damp Plus system and Soft Butt Cap ensure superior comfort and vibration dampening. Strike the perfect balan"
Head,2025 HEAD Speed Pro X,2025,,,,,,foam,,,4995,4995,0,PadelDeals,1,PadelDeals,low,intermediate,,"shape,surface",https://padeldeals.co.za/products/2025-head-speed-pro-x,"Engineered for advanced players, the 2025 Head Speed Pro X delivers unmatched speed, control, and power. Featuring cutting-edge Auxetic 2.0, explosive Power Foam, and shock-absorbing Damp Plus technology, this racket offers a responsive feel and maximum energy transfer with every shot. Its sleek matte and glossy finish adds a touch of premium style, making it as striking in design as it is in perf"
Head,2026 HEAD Radical Motion,2026,teardrop,store,hybrid,,,,,,4495,4495,0,PadelDeals,1,PadelDeals,low,improver,,"core,surface",https://padeldeals.co.za/products/2026-head-radical-motion,"The 2026 Head Radical Motion is a padel racket designed to offer exceptional control and superior manageability. Its teardrop shape and lightweight make quick and comfortable movements easier, ideal for players seeking versatility and precision on the court. With advanced technologies and an ergonomic design, this racket ensures optimal performance with every stroke.Intended for women at an advanc"
Head,2026 HEAD Radical Pro,2026,teardrop,store,hybrid,,low,,carbon,,4899,4995,96,World of Padel,2,PadelDeals | World of Padel,medium,intermediate,,core,https://worldofpadel.co.za/product/head-radical-pro-2026-padel-racket/,"Head Radical Pro 2026 Padel Racket The Head Radical Pro 2026 is a high-performance racket designed for advanced and competitive players who control the game with precision and tactics. Featuring a teardrop shape , low balance , and double carbon fiber construction , it offers outstanding stability, control, and premium feel—perfect for players who dictate the tempo from start to finish. Shop also "
Head,2026 HEAD Radical Team,2026,,,,,,,,,3995,3995,0,PadelDeals,1,PadelDeals,low,improver,,"shape,core,surface",https://padeldeals.co.za/products/2026-head-radical-team,
Head,2026 HEAD Radical Team Light,2026,round,inferred,control,,,,,,3495,3495,0,PadelDeals,1,PadelDeals,low,improver,,"core,surface",https://padeldeals.co.za/products/2026-head-radical-team-light,
Head,HEAD COELLO MOTION,2026,diamond,store,power,360,high,foam,carbon,,4899,5995,1096,World of Padel,3,PadelDeals | PadelGear | World of Padel,high,intermediate,,,https://worldofpadel.co.za/product/head-coello-motion/,"HEAD COELLO MOTION Made by Head for our advanced Padel players, the Head Coello Motion offers explosive power and high levels of maneuverability. Featuring a hybrid woven face and power foam core combination, this Padel Racket leaves nothing to be desired . Head was started in the 1940s making metal skis, then became known for producing the first ever metal framed tennis racket to now producing so"
Head,HEAD COELLO PRO,2025,diamond,store,power,375,high,foam,carbon,,4499,6799,2300,World of Padel,5,PadelDeals | PadelGear | PadelZone | The Padel Market | World of Padel,high,intermediate,,,https://worldofpadel.co.za/product/head-coello-pro/,"Bring explosive power and world-class dominance to the court with the HEAD Coello Pro 2026 Padel Racket. Co-developed with world number one Arturo Coello, this highly anticipated signature model is the absolute new benchmark for uncompromising attackers eager to impose their law on the court. Whether you are dictating the pace with aggressive volleys at the net or finishing points with indisputabl"
Head,HEAD COELLO TEAM,2025,diamond,store,power,360,high,foam,carbon,,2999,4995,1900,World of Padel,3,PadelDeals | PadelZone | World of Padel,high,intermediate,,,https://worldofpadel.co.za/product/head-coello-team/,"Unleash effortless power with the HEAD Coello Team 2025, designed in collaboration with world number one Arturo Coello. Ideal for intermediate and advanced players, this diamond-shaped racket offers exceptional power at lower speeds, enhanced comfort, and stability when attacking at the net. Featuring Auxetic 2.0 technology for superior feel and power, a fiberglass hitting surface for extra reboun"
Head,Head Extreme One,2025,diamond,store,power,,high,foam,carbon,,6295,6299,4,PadelDeals,2,PadelDeals | PadelZone,medium,intermediate,,,https://padeldeals.co.za/products/2026-head-extreme-one,"One of the best padel rackets on the market is now available: the Head Extreme One X 2026. It's designed for advanced players seeking the perfect balance of power and control. With its innovative design and aerodynamic technology, this racket allows you to dominate the court with precise and powerful shots. Designed for professionals who demand superior feel and maximum durability, this racket sta"
Head,Head Extreme One UL,,round,store,control,,,foam,12K carbon,,3295,3295,0,World of Padel,1,World of Padel,low,improver,,,https://worldofpadel.co.za/product/head-extreme-one-ul-2/,"Head Extreme One UL The ONE ULTRALIGHT Padel racket is the newest innovation by HEAD, designed with precision to revolutionise the Padel game. Weighing only 300 grams, it is the lightest racket available for adults. Featuring a round shape and an elongated grip, the ONE ULTRALIGHT is incredibly comfortable and effortless to use. Developed for beginners and casual players, it reduces arm strain, am"
Head,Head Extreme XTR,,diamond,store,power,,,foam,carbon,,2799,2799,0,PadelZone,1,PadelZone,low,improver,,,https://padelzone.co.za/products/head-extrem-xtr-smu-2025-padel-racket,"Introducing the Head Extreme XTR is a revolutionary Padel Racket built for the offensive yet versatile intermediate to advanced Padel players. This high-performance addition to the Extreme line is engineered to transition explosive power into consistent, manageable control, making it a perfect Head Padel Racket for demanding tournament play. The Extreme XTR is designed with an enlarged Diamond Sha"
Head,HEAD Radical Motion 2026 - Lightweight Control with Competitive Precision,2026,round,inferred,control,,,,,,3999,3999,0,World of Padel,1,World of Padel,low,improver,,"core,surface",https://worldofpadel.co.za/product/head-radical-motion-2026-lightweight-control-with-competitive-precision/,"A maneuverable and comfortable racket for advanced players who control the rhythm of the game. The Radical Motion 2026 delivers exceptional precision, a forgiving sweet spot, and fast response—perfect for tactical players who know when to accelerate. Shop also from Head padel rackets."
Head,Head Speed Junior,,teardrop,store,hybrid,310,,foam,carbon,,2000,2199,199,World of Padel,2,PadelZone | World of Padel,medium,beginner,,,https://worldofpadel.co.za/product/head-speed-junior/,"The new, upgraded Speed Junior has been designed for competitive junior players who want to play with touch, accuracy and attacking speed. This Padel Racket has been lightened up and packed with the power foam core to achieve this and wrapped in a fiberglass hitting surface for a softer touch. Head being started in the 1940s making metal skis, then became known for producing the first ever metal f"
Head,HEAD Speed Motion,2025,teardrop,store,hybrid,360,medium,foam,carbon,,3495,4899,1404,PadelDeals,4,PadelDeals | PadelGear | PadelZone | World of Padel,high,improver,,,https://padeldeals.co.za/products/head-speed-motion,"Lightweight, versatile, and upgraded with new Auxetic 2.0 technology, the Speed Motion has been developed by Head to help advanced players to accelerate their game. This Padel Racket , Endorsed by Ari Sánchez, features a hybrid woven surface and power foam core combination. Head being started in the 1940s making metal skis, then became known for producing the first ever metal framed tennis racket "
Head,Head Speed one 2025,2025,round,store,control,375,medium,foam,carbon,,3999,5699,1700,The Padel Market,4,PadelGear | PadelZone | The Padel Market | World of Padel,high,improver,,,https://thepadelmarket.co.za/products/head-speed-one-2025,"Bring lightweight maneuverability and explosive power to the court with the HEAD Speed One Padel Racket. As the highly agile, 345-gram counterpart in the new Speed One series, this racket perfectly balances devastating impact with refined control for advanced players seeking a fast-paced game. Whether you are executing rapid passing shots or reacting quickly during intense net exchanges, the Speed"
Head,Head Speed Team 2025,2025,teardrop,store,hybrid,365,,foam,fibreglass,,3299,3299,0,World of Padel,1,World of Padel,low,improver,,,https://worldofpadel.co.za/product/head-speed-team-2025/,"Head Speed Team 2025 Head Speed Team 2025 The Head Speed Team 2025 is a versatile and user-friendly padel racket designed for intermediate players seeking a great balance of power, control, and comfort. With its lightweight construction and advanced technology, this racket is perfect for players looking to improve their game while enjoying a comfortable playing experience. – Teardrop Shape: The te"
Head,Head Vibe 2026,2026,teardrop,store,hybrid,340,,foam,carbon,,2699,2699,0,PadelZone,1,PadelZone,low,improver,,,https://padelzone.co.za/products/head-vibe-2026-padel-racket,"The Head Vibe 2026 is an oversized teardrop Padel Racket built for beginners who want a forgiving frame to learn on. It pairs a soft fibreglass face with a generous 525 cm² head, so the ball comes off cleanly even when you catch it away from the middle. Head has spent decades building racket sports equipment, and that experience shows in how approachable the Vibe feels. This is the frame the brand"
Hirostar,Hirostar Alien Pro - Tolito Aguirre,,diamond,store,power,365,high,EVA,12K carbon,,6495,6495,0,World of Padel,1,World of Padel,low,intermediate,,,https://worldofpadel.co.za/product/racchetta-da-padel-hirostar-alien-pro-tolito-aguirre/,"Hirostar Alien Pro – Tolito Aguirre The Hirostar Alien Pro is the latest weapon in the Alien series, designed to bring Tolito Aguirre’s on-court magic into your hands. Built for advanced and professional players who demand power with maximum control, this racket stands out with its premium materials, custom shape, and cutting-edge engineering. Performance on the Court Featuring a 12K Carbon surfac"
Hirostar,HIROSTAR Aurora Padel Racket,,,,,,high,EVA,12K carbon,,2899,2899,0,World of Padel,1,World of Padel,low,improver,,shape,https://worldofpadel.co.za/product/hirostar-aurora/,"HIROSTAR Aurora 2025 Padel Racket The HIROSTAR Aurora 2025 Padel Racket offers the perfect balance between power and control , making it the ideal choice for versatile players who want to excel on the court. This racket is designed to meet the needs of advanced players who seek consistency, precision, and the ability to perform in various match situations. Crafted with carbon 12K and an EVA Black "
Hirostar,HIROSTAR Blackstone Padel Racket,,diamond,store,power,,high,foam,18K carbon,,3995,3995,0,World of Padel,1,World of Padel,low,improver,,,https://worldofpadel.co.za/product/hirostar-blackstone/,"HIROSTAR Blackstone Padel Racket The HIROSTAR Blackstone Padel Racket embodies excellence and innovation, offering a cutting-edge design combined with high-quality materials and advanced technical features. Engineered for demanding players, this racket ensures a powerful, precise, and controlled playing experience. Key Features 18K Carbon Surface – Delivers extraordinary power for dominating the c"
Hirostar,HIROSTAR Horizon Padel Racket,,diamond,store,power,,high,hard EVA,12K carbon,,2899,2899,0,World of Padel,1,World of Padel,low,improver,,,https://worldofpadel.co.za/product/hirostar-horizon/,"HIROSTAR Horizon 2025 Padel Racket The HIROSTAR Horizon 2025 Padel Racket is an excellent choice for advanced players who are looking to elevate their game with powerful shots and precise control. Designed with a diamond shape and high balance, the racket ensures aggressive play and outstanding performance on the court. Superior Power and Durability The HIROSTAR Horizon 2025 is constructed with a "
Hirostar,HIROSTAR Redstone Padel Racket,,diamond,store,power,,,foam,18K carbon,,3995,3995,0,World of Padel,1,World of Padel,low,improver,,,https://worldofpadel.co.za/product/hirostar-redstone/,"HIROSTAR Redstone Padel Racket The HIROSTAR Redstone Padel Racket symbolizes aggressiveness and superior performance, offering a bold design combined with high-quality materials. Engineered for advanced players, this racket delivers a perfect balance of power and control, allowing for precision shots and dominant play on the court. Key Features 18K Carbon Face – Ensures superior power while mainta"
Hirostar,HIROSTAR Solar Padel Racket,,round,store,control,360,low,EVA,12K carbon,,2899,2899,0,World of Padel,1,World of Padel,low,improver,,,https://worldofpadel.co.za/product/hirostar-solar/,"HIROSTAR Solar Padel Racket The HIROSTAR Solar Padel Racket is designed for players who prioritize precision and control on the court. With its round shape and low balance , this racket delivers exceptional shot accuracy , making it an excellent choice for strategic and defensive players who rely on placement and consistency rather than power. Built with a 12K carbon surface , the HIROSTAR Solar p"
Hyko,HYKO 360 - GOLD 12K Padel Racket,,diamond,store,power,,,soft EVA,12K carbon,Gold,3495,3495,0,PadelGear,1,PadelGear,low,improver,,,https://www.padelgear.co.za/products/hyko-360-gold-12k,"The HYKO 360 Gold padel racket, part of the exclusive AB de Villiers collection, features a diamond shape, soft EVA 13 core, 12K carbon face, and sandpaper-textured surface. Built for explosive power, high spin potential, and confident shot-making from every angle."
Hyko,HYKO 360 - GREEN 3K Padel Racket,,diamond,store,power,,,soft EVA,3K carbon,Green,2995,2995,0,PadelGear,1,PadelGear,low,improver,,,https://www.padelgear.co.za/products/hyko-360-green-3k,"The HYKO 360 Green padel racket, part of the exclusive AB de Villiers collection, features a diamond shape, soft EVA 13 core, 3K carbon face, and sandpaper-textured surface. Built for smooth power, elevated spin, and confident play across every angle of the court."
Hyko,HYKO Powerkill V2 Padel Racket,,teardrop,store,hybrid,,,EVA,18K carbon,,5995,5995,0,PadelGear,1,PadelGear,low,intermediate,,,https://www.padelgear.co.za/products/hyko-powerkill-v2,"Most players start with training wheels. Then they take them off. Then, eventually, they meet the PowerKill. This isn’t for beginners. This isn’t for dabblers. This is for those who “ meant to hit it that hard” . The PowerKill is engineered for advanced players with aggressive intent and unapologetic swing speeds. Crafted with precision, purpose, and maybe a little bit of spite for the ball, this "
Hyko,HYKO SHADOWCASTER Padel Racket,,round,store,control,345,,medium EVA,3K carbon,,2495,2495,0,PadelGear,1,PadelGear,low,beginner,,,https://www.padelgear.co.za/products/hyko-shadowcaster,"The HYKO Shadowcaster padel racket features a round shape, medium EVA 15 core, and 3K carbon face. Built for swift manoeuvrability, balanced control, and effortless shot precision in a +-25g lighter frame. Weight 345g+- Core EVA 15 Shape Round Face 3K – with 3D Hexagon Surface"
Hyko,HYKO SUPER TOUCH Padel Racket,,diamond,store,power,345,,EVA,3K carbon,,2995,2995,0,PadelGear,1,PadelGear,low,improver,,,https://www.padelgear.co.za/products/hyko-super-touch,"The HYKO Super Touch padel racket features a diamond shape, firm EVA 15 core, and 3K carbon face. Built for aggressive play, sharp control, and precision in every high-intensity shot. Weight 345g+- Core EVA 15 Shape Round Face 3K – with 3D Hexagon Surface"
Hyko,Hyko The 360 - Green,,diamond,store,power,,,soft EVA,12K carbon,"Gold, Green",2899,3699,0,Africa Padel,1,Africa Padel,low,improver,,,https://africapadelshop.com/products/hyko-the-360-green,"The HYKO 360 Green padel racket, part of the exclusive AB de Villiers collection, features a diamond shape, soft EVA 13 core, 3K carbon face, and sandpaper-textured surface. Built for smooth power, elevated spin, and confident play across every angle of the court."
Hyko,Hyko ThundaOne,,teardrop,store,hybrid,360,,EVA,12K carbon,,1999,3495,1496,Africa Padel,2,Africa Padel | PadelGear,medium,improver,,,https://africapadelshop.com/products/hyko-thundaone,"The HYKO ThundaONE padel racket features a teardrop shape, EVA 15 core, and 12K carbon face with a gritty sandpaper face. Built for controlled aggression and explosive impact on every shot. Weight - 360g+- Core - EVA 15 Shape - Teardrop Face -12K – with Sand Paper Surface"
Just Ten,Just Ten Reborn Killer,,,,,,,,,,995,995,0,PadelDeals,1,PadelDeals,low,beginner,,"shape,core,surface",https://padeldeals.co.za/products/just-ten-reborn-killer,
LOK,2026 LÕK Be Flow Gen 2 (Pink),2026,round,store,control,,,EVA,,Pink,2995,2999,4,PadelDeals,2,PadelDeals | PadelZone,medium,improver,,surface,https://padeldeals.co.za/products/2026-lok-be-flow-gen-2-pink,"The BE FLOW 2 is designed for those taking their first steps into the world of padel. Crafted with FLEX FIBER glass fiber and a custom EVA rubber core, it delivers excellent comfort and control for beginners or social players. Its Equal Hole System and balanced weight distribution promote easy handling and stable shots, helping you gain confidence from the very first rally. A true expression of LO"
LOK,2026 LÕK MAXX FLOW GEN 2,2026,round,store,control,,,EVA,carbon,,6495,6499,4,PadelDeals,3,PadelDeals | PadelGear | PadelZone,high,intermediate,,,https://padeldeals.co.za/products/2026-lok-maxx-flow-gen-2,"The Maxx Flow 2 by Bea Caldera is designed for players who don't want to stop, for those who see the court as pure speed, power, and energy. Its asymmetrical core maintains balance with every shot, but does so without compromising aggressiveness: every swing becomes effortless power. C18 carbon multiplies the racket's solidity and response, while memory EVA rubber returns all the energy so that ev"
LOK,Lok BE FLOW Pink 2 2026 - Women’s Padel Racket,2026,round,store,control,360,,EVA,carbon,Pink,2299,2299,0,World of Padel,1,World of Padel,low,beginner,,,https://worldofpadel.co.za/product/lok-be-flow-pink-2-2026-womens-padel-racket/,"The BE FLOW 2 is designed for those taking their first steps into the world of padel. Crafted with FLEX FIBER glass fiber and a custom EVA rubber core, it delivers excellent comfort and control for beginners or social players. Its Equal Hole System and balanced weight distribution promote easy handling and stable shots, helping you gain confidence from the very first rally. A true expression of LO"
LOK,LOK BE FLOW PNK GEN 2 Padel Racket | 2026,2026,round,store,control,,,EVA,fibreglass,,2995,2995,0,PadelGear,1,PadelGear,low,improver,,,https://www.padelgear.co.za/products/lok-bp-maxx-gen-2-2026,"Round racket for beginners, offering control and comfort during play. The Be Flow 2 is designed to make your start in padel fun, comfortable, and fluid. Its round shape with a centered sweet spot makes every shot easier and more accurate, ideal for gaining confidence from the very first game. The asymmetrical core maintains stability, while the combination of fiberglass and Flex Fiber together wit"
LOK,LOK BE HYPE GEN 2 Padel Racket | 2026,2026,,,,,,EVA,fibreglass,Red,2995,2999,0,PadelGear,2,PadelGear | PadelZone,medium,improver,,shape,https://www.padelgear.co.za/products/lok-be-hype-gen-2-2026,"The Be Hype 2 is your first ally in discovering padel with style. Its asymmetrical core maintains perfect balance so your shots are stable and confident. Thanks to the combination of fiberglass and Flex Fiber, together with memory EVA rubber, you'll have a lightweight, comfortable racket with enough power to enjoy from day one. The Equal Hole System improves ball output, making it more agile and e"
LOK,LOK Carb-On Flow Gen 2,,round,store,control,,,EVA,carbon,,5799,5799,0,PadelZone,1,PadelZone,low,intermediate,,,https://padelzone.co.za/products/lok-carb-on-flow-gen-2-padel-racket,"Keep up the pace with the LOK Carb On Flow Gen 2, the aggressive Padel Racket engineered for relentless intensity. Made with advanced C6 carbon and memory EVA rubber combined with Asymmetric Heart technology, this high-performance weapon delivers exceptional stability and explosive power for players who demand attitude without limits and power without pause in their Padel game. LOK Sports has crea"
LOK,LOK CARBON FDB GEN 2 | 2026,2026,,,,,,EVA,carbon,,3999,4495,496,World of Padel,2,PadelGear | World of Padel,medium,improver,,shape,https://worldofpadel.co.za/product/lok-carbon-fdb-gen-2-2026/,"The Carb-On Hype 2 – Franco Dal Bianco is the racket that represents the energy and game of one of the world's padel greats. With its asymmetrical core, it gives you the perfect balance to attack fearlessly and control every ball. C6 carbon and memory EVA rubber multiply the power, returning more force with every impact. The Gradual Face system and Vibration Groove reduce vibrations, giving you co"
LOK,LOK CARBON FLOW GEN 2 Padel Racket | 2026,2026,round,inferred,control,,,EVA,carbon,,4495,4495,0,PadelGear,1,PadelGear,low,improver,,,https://www.padelgear.co.za/products/lok-carbon-flow-gen-2-2026,"The Carb-On Flow 2 is the racket that keeps up the pace without ever slowing down. Its asymmetrical core balances your game to give you stability while delivering power with every shot. C6 carbon and memory EVA rubber work together to give your ball more power and control. With Gradual Face and Vibration Groove, vibrations are reduced to a minimum so you only feel a clean impact. The 3D Spin Lines"
LOK,LOK Easy Flow Gen 2 Padel Racket | 2026,2026,round,store,control,,,soft EVA,carbon,,3495,3495,0,PadelGear,1,PadelGear,low,improver,,,https://www.padelgear.co.za/products/lok-easy-flow-padel-racket-copy,"Smooth, effortless, and designed to accelerate your game. The LÕK Easy Flow Gen 2 is the ultimate racket for players looking for maximum maneuverability and a highly forgiving, comfortable feel on the court. Perfect for those developing their technique or players who specifically prefer a lighter racket to prevent arm fatigue, the ""Flow"" lives up to its name by gliding through the air with absolut"
LOK,LOK Easy Hype Gen 2 Padel Racket | 2026,2026,round,store,control,,,soft EVA,carbon,,4495,4495,0,PadelGear,1,PadelGear,low,improver,,,https://www.padelgear.co.za/products/lok-maxx-hype-gen-2-padel-racket-2026-copy-1,"Master your mechanics and control the court. The LÕK Easy Hype Gen 2 is engineered specifically for ambitious beginners and intermediate players looking to accelerate their progression. Designed with a focus on playability and comfort, this racket delivers a highly forgiving, easy-to-play experience that builds confidence from your very first swing. Featuring a generous sweet spot and a perfectly "
LOK,LOK Jungle Lite,2026,,,,,,EVA,carbon,,2999,4495,1496,Virgin Active Padel Club,3,PadelGear | PadelZone | Virgin Active Padel Club,high,improver,,shape,https://virginactivepadelclub.co.za/products/lok-jungle-lite,"Advance your level with the LOK Jungle Lite, the lightweight Padel Racket combining strength and agility for players ready to elevate their game. Made with innovative Flex Fiber and glass fibre blend combined with revolutionary Asymmetric Heart EVO technology featuring a unique green center piece, this advanced weapon delivers perfect flexibility and power adaptation in your Padel game. LOK Sports"
LOK,LOK MAXX HYPE 2,,diamond,store,power,360,,EVA,carbon,,4874,4999,125,Virgin Active Padel Club,2,Virgin Active Padel Club | World of Padel,medium,intermediate,,,https://virginactivepadelclub.co.za/products/lok-maxx-hype-2,"The Maxx Hype 2 by Mike Yanguas is not just a racket, it’s pure adrenaline in your hands. Created for top-level players, it combines state-of-the-art C18 carbon and an exclusive EVA rubber that returns more power with every hit. Its asymmetrical core maintains perfect balance while giving you the stability you need to unleash devastating shots. Vibration disappears thanks to the Gradual Face and V"
LOK,LOK Maxx Hype 2 Mike Yanguas World,,diamond,store,power,360,high,EVA,carbon,,7499,7499,0,PadelZone,1,PadelZone,low,advanced,,,https://padelzone.co.za/products/lok-maxx-hype-y-world-2026-padel-racket,"The LOK Maxx Hype 2 Mike Yanguas World Padel Racket is built for attacking players who want a firm, explosive response at the net. This limited World edition is linked to Mike Yanguas and is designed around fast rallies, aggressive volleys and decisive overheads. Its diamond shape and high balance put extra weight behind smashes, víboras and bandejas, while the 360-375g range keeps the racket stab"
LOK,LOK Maxx Hype Gen 2,2026,diamond,store,power,,,EVA,carbon,,6495,6499,4,PadelDeals,3,PadelDeals | PadelGear | PadelZone,high,intermediate,,,https://padeldeals.co.za/products/2026-lok-maxx-hype-gen-2,"The Maxx Hype 2 by Mike Yanguas is not just a racket, it's pure adrenaline in your hands. Created for top-level players, it combines state-of-the-art C18 carbon and an exclusive EVA rubber that returns more power with every hit. Its asymmetrical core maintains perfect balance while giving you the stability you need to unleash devastating shots. Vibration disappears thanks to the Gradual Face and V"
LOK,LÕK BE FLOW,,round,inferred,control,,,EVA,carbon,,1959,1959,0,Virgin Active Padel Club,1,Virgin Active Padel Club,low,beginner,,,https://virginactivepadelclub.co.za/products/lok-be-flow,"The Be Flow caters to padel enthusiasts eager to advance their game. Engineered for effortless handling and comprehensive performance enhancement, it encompasses various aspects to refine overall gameplay, particularly in control shots. Its circular shape ensures effectiveness and consistency in both volley and baseline control shots. The asymmetrical core optimizes weight distribution, enhancing "
LOK,LÕK BE FLOW 2,,round,inferred,control,,,EVA,,Pink,2249,2249,0,Virgin Active Padel Club,1,Virgin Active Padel Club,low,beginner,,surface,https://virginactivepadelclub.co.za/products/lok-be-flow-2,"The BE FLOW 2 is designed for those taking their first steps into the world of padel. Crafted with FLEX FIBER glass fiber and a custom EVA rubber core, it delivers excellent comfort and control for beginners or social players. Its Equal Hole System and balanced weight distribution promote easy handling and stable shots, helping you gain confidence from the very first rally. A true expression of LO"
LOK,LÕK BE HYPE,,diamond,store,power,,,EVA,carbon,,1959,1959,0,Virgin Active Padel Club,1,Virgin Active Padel Club,low,beginner,,,https://virginactivepadelclub.co.za/products/lok-be-hype,"The Be Hype is tailored for newcomers to padel seeking to refine their overall game. Engineered for effortless handling and game improvement, it features a diamond shape for heightened effectiveness and consistency in attacking shots. Its asymmetrical core optimizes weight distribution, enhancing racket maneuverability and stability with every swing. The mixed carbon fiber surface ensures a high l"
LOK,LÕK BE HYPE 2,,,,,,,EVA,,,2249,2249,0,Virgin Active Padel Club,1,Virgin Active Padel Club,low,beginner,,"shape,surface",https://virginactivepadelclub.co.za/products/lok-be-hype-2,"For players discovering their competitive edge, the BE HYPE 2 delivers the perfect mix of control and forgiveness. Its FLEX FIBER and glass fiber layers combine with a custom EVA core for a soft, comfortable touch that still packs energy when needed. The Equal Hole System guarantees uniform performance across the face, while its clean design captures the essence of the LOK philosophy — Be Smart, B"
LOK,LÕK CARB-ON FLOW,,round,store,control,,,,carbon,,3495,4495,1000,PadelGear,3,PadelDeals | PadelGear | Virgin Active Padel Club,high,improver,,core,https://www.padelgear.co.za/products/lok-carb-on-flow,"The Carb-On Flow racket offers an exceptional balance between power and control, supported by advanced technologies and an innovative design. One of the standout features of the Carbon-On Flow is its asymmetric heart, a technology that optimizes weight distribution across the racket to enhance maneuverability and stability with each strike. This allows for quicker and more precise responses on the"
LOK,LÕK CARB-ON FLOW 2,,round,inferred,control,,,,carbon,,4124,4124,0,Virgin Active Padel Club,1,Virgin Active Padel Club,low,improver,,core,https://virginactivepadelclub.co.za/products/lok-carb-on-flow-2,"Fluid in every motion, the CARB-ON FLOW 2 blends flexibility, spin, and comfort for advanced-level players. C6 Carbon layers and a balanced structure ensure responsive play, while the Gradual Face and 3D Spin Lines bring superior touch and spin generation. Lightweight, fast, and designed for players who flow naturally across the court."
LOK,LÕK Carb-On Hype,,diamond,store,power,,,EVA,carbon,,3495,4995,1500,PadelGear,3,PadelDeals | PadelGear | Virgin Active Padel Club,high,improver,,,https://www.padelgear.co.za/products/lok-carb-on-hype,"The Carbon-On Hype racket is a cutting-edge option for advanced-level padel players seeking the perfect balance between power and control, backed by innovative technologies and meticulous design. One of the standout features of the Carbon-On Hype is its asymmetric heart, a technology that optimizes weight distribution in the racket to enhance maneuverability and stability with each stroke. The rac"
